epoch,acc,loss,lr,val_acc,val_loss
0,0.4084735576923077,1.7958243755193857,0.001,0.4659,1.7403833057403564
1,0.5555644901706,1.3918752955562166,0.001,0.4806,2.0249866634368896
2,0.6158732711866225,1.2201712587018534,0.001,0.569,1.5147347412109375
3,0.6553554197874588,1.1113366365586113,0.001,0.6286,1.3122387992858886
4,0.6884448376066933,1.0266166822478564,0.001,0.6632,1.1702952217102052
5,0.7092915728530074,0.962889117035079,0.001,0.6331,1.3442569244384766
6,0.7338171437377905,0.8981401122969882,0.001,0.564,1.8832849863052368
7,0.7497185589838503,0.8569645774291619,0.001,0.6821,1.1539114841461182
8,0.7645545191763298,0.807991638736504,0.001,0.6509,1.3952288360595704
9,0.7759528787774878,0.7787342869840507,0.001,0.7395,0.9041545728683472
10,0.7859038275972982,0.7504704962324276,0.001,0.7162,1.0296291447639465
11,0.7929800578580865,0.727758360775616,0.001,0.7297,1.0174266460418702
12,0.8042175940816984,0.6980700570887483,0.001,0.7418,0.9715528825759888
13,0.8078361209008654,0.6860769933042284,0.001,0.7432,0.9699244661331177
14,0.8174252170732682,0.6605025658023898,0.001,0.7241,1.0753091819763183
15,0.8218277581024108,0.6427741570080082,0.001,0.7071,1.129295728302002
16,0.8258282405534869,0.6305700196411572,0.001,0.6392,1.5581932960510254
17,0.8303312962559037,0.6165959478268174,0.001,0.7638,0.8967691740036011
18,0.8351962046057283,0.6044410090808433,0.001,0.7999,0.7556815254688263
19,0.8378698938182022,0.5962319078457704,0.001,0.7879,0.7907213976860047
20,0.8403827597681599,0.58124284012481,0.001,0.7678,0.9000005616188049
21,0.8477002251911255,0.5675402748389197,0.001,0.7816,0.8154522259712219
22,0.8496301061051112,0.5602394277238892,0.001,0.7187,1.1022401467323304
23,0.8520826631974239,0.5527307760796005,0.001,0.752,0.9957612205505371
24,0.855560469623546,0.5396821827952138,0.001,0.7719,0.8989666583061219
25,0.8595207462014781,0.534293968488105,0.001,0.7033,1.2930260272979737
26,0.8596011579094227,0.5299103658427069,0.001,0.8176,0.7110292001724243
27,0.8652500804500513,0.5147684476946128,0.001,0.7741,0.9230901208877563
28,0.864345448716502,0.513536924658653,0.001,0.7833,0.8352458906173706
29,0.868345931167578,0.5052092094327829,0.001,0.7611,0.9636438313484192
30,0.8700144740882584,0.4999404798542506,0.001,0.7616,0.9390647148132324
31,0.8728288839238371,0.49423700339083276,0.001,0.7596,0.9503857273101807
32,0.8734520745837216,0.49132772397289476,0.001,0.7697,0.9079408029556274
33,0.8772515278032793,0.4802095968840628,0.001,0.7473,1.0424216339111327
34,0.8780355419365683,0.4745141598103935,0.001,0.8156,0.7560227333068847
35,0.8797040849531069,0.4743198303211613,0.001,0.8085,0.7778442659378052
36,0.8804076873592795,0.46589931012657,0.001,0.8149,0.7351825072288514
37,0.8826994210165312,0.4618959172280435,0.001,0.8038,0.8026984769821167
38,0.883161788337213,0.46196011980847557,0.001,0.7557,1.019082830619812
39,0.8873834030234802,0.44857112013208555,0.001,0.7676,0.9943495199203491
