epoch,acc,loss,lr,val_acc,val_loss
0,0.3982399999809265,1.8190526906585693,0.001,0.4071,1.9585932285308838
1,0.5314800000095368,1.438428458557129,0.001,0.4942,1.7596284154891968
2,0.59568,1.2715901067352295,0.001,0.5388,1.5172797197341918
3,0.635379999961853,1.1693839445495606,0.001,0.6258,1.2292887588500976
4,0.666459999961853,1.0846793115234374,0.001,0.5432,1.6773711492538452
5,0.69132,1.0207070467376709,0.001,0.6145,1.3536888925552368
6,0.706519999961853,0.9706838044548035,0.001,0.6572,1.1755812856674195
7,0.726180000038147,0.921303792514801,0.001,0.6961,1.043100283432007
8,0.7394800000190734,0.8822119903182983,0.001,0.7008,1.0747425609588623
9,0.75096,0.8529365452194214,0.001,0.7393,0.9124963207244873
10,0.7605399999618531,0.8241881479263305,0.001,0.7601999998092651,0.8492978210449219
11,0.76748,0.7988312611198425,0.001,0.7404,0.9139839744567871
12,0.778000000038147,0.7738941249084472,0.001,0.7431,0.9464767242431641
13,0.7838200000190735,0.7566466312599183,0.001,0.7293,0.9506788323402405
14,0.7918,0.7352563943290711,0.001,0.7651,0.8530545554161072
15,0.79802,0.7173860959815979,0.001,0.6816,1.175363840675354
16,0.8022199999809265,0.7011947525787353,0.001,0.7606,0.857723853302002
17,0.80734,0.6866080093193054,0.001,0.7941,0.7601363038063049
18,0.814580000038147,0.6686801173400879,0.001,0.8152,0.6837812141418457
19,0.818339999961853,0.6548095055007934,0.001,0.7882,0.7827046895980835
20,0.819780000038147,0.6482415789031982,0.001,0.7944,0.7478164319038391
21,0.824959999961853,0.6392203310394287,0.001,0.7888,0.7742192225456238
22,0.8297800000190735,0.6252066730499267,0.001,0.7641,0.9166149600982666
23,0.8317999999809265,0.6153105007362366,0.001,0.7913,0.7823498551368714
24,0.83392,0.6083320928001403,0.001,0.7373,1.0261223316192627
25,0.836640000038147,0.6017656969451904,0.001,0.7568,0.8653361352920532
26,0.8396400000190735,0.5927499723434448,0.001,0.8213,0.6648528855323792
27,0.84124,0.5857897193908691,0.001,0.8428,0.599009485244751
28,0.845619999961853,0.5788736685752869,0.001,0.7915,0.8044149189472198
29,0.847200000038147,0.5732937587928773,0.001,0.774,0.8448822941780091
30,0.8491400000190735,0.5610108145523072,0.001,0.8283,0.6651024996757507
31,0.8515600000190735,0.5608959258079529,0.001,0.7504,0.9837115567207336
32,0.8532399999809265,0.5545196940231323,0.001,0.7442,1.0304427364349364
33,0.8566599999809266,0.5421277507972717,0.001,0.8101,0.7079331409454346
34,0.858439999961853,0.5419037773895263,0.001,0.7972,0.7754223278045654
35,0.859939999961853,0.5354305577754974,0.001,0.7492,1.0415359685897827
36,0.8604399999809265,0.5287146891403198,0.001,0.8426,0.6175420555591583
37,0.864720000038147,0.5218578134727478,0.001,0.7822,0.8230868126869202
38,0.8609200000190735,0.5249625446891785,0.001,0.8094,0.7217950443267822
39,0.865319999961853,0.514914860162735,0.001,0.8033,0.768983997631073
40,0.8665000000190735,0.5185508866119385,0.001,0.7763,0.9347751501083374
41,0.8689,0.5084602048110962,0.001,0.8119,0.7615473945617676
42,0.869739999961853,0.5040106383514404,0.001,0.8364,0.6337333951950074
43,0.871499999961853,0.49728280031204225,0.001,0.7835,0.8439431559562683
44,0.874819999961853,0.49147314588546753,0.001,0.8189,0.695247389125824
45,0.87508,0.488720690612793,0.001,0.8182,0.7153951949119568
46,0.87484,0.4937188805389404,0.001,0.8143,0.7311787039756775
