epoch,acc,loss,lr,val_acc,val_loss
0,0.33563999998092653,2.1215874577331544,0.001,0.3799,1.9342071365356446
1,0.430900000038147,1.9381583925628663,0.001,0.4551,1.725134677696228
2,0.4777600000095367,1.8500801260375976,0.001,0.5481,1.4396101230621339
3,0.5128,1.7911135108566285,0.001,0.598,1.2925069145202637
4,0.534540000038147,1.7447883449554444,0.001,0.5945,1.3106103931427002
5,0.5566199999809265,1.6991271893692017,0.001,0.5699,1.3368319913864135
6,0.57358,1.6665464881515504,0.001,0.6147,1.2801296096801758
7,0.5936999999809265,1.6329669159317017,0.001,0.5884,1.4403475553512572
8,0.6076199999809265,1.604673533668518,0.001,0.6723,1.065706406879425
9,0.6198400000190735,1.5825861791610718,0.001,0.5713,1.343414955329895
10,0.6248400000190735,1.567127353553772,0.001,0.6972,1.0196328183174133
11,0.6373,1.5444706593704223,0.001,0.6409,1.1407492416381837
12,0.6433800000190735,1.5315848984527587,0.001,0.6969,1.0294944014549254
13,0.6469,1.5180555206680297,0.001,0.7328,0.9319279952049255
14,0.65226,1.5075420125579835,0.001,0.7119,0.9770541542053223
15,0.66522,1.4915913916015624,0.001,0.7038,0.9944743688583374
16,0.66706,1.4814055612182617,0.001,0.6909,1.0121379741668701
17,0.6677000000190735,1.4704435884475708,0.001,0.7892,0.8124117117881775
18,0.6730799999809265,1.4588375913619995,0.001,0.759,0.883835736656189
19,0.67786,1.453111678085327,0.001,0.7728,0.8112687199592591
20,0.6796399999809265,1.4422557681274415,0.001,0.7545,0.8744111626625061
21,0.6809400000381469,1.4406962282180786,0.001,0.7783,0.7925544238090515
22,0.68756,1.4234341497802734,0.001,0.7572,0.840896924495697
23,0.6950400000381469,1.42101353099823,0.001,0.7593,0.8645678101539612
24,0.694459999961853,1.4164431301498412,0.001,0.7871,0.8389276416778565
25,0.6958199999809265,1.4077981594467164,0.001,0.7275,0.9263217561721802
26,0.6995600000190735,1.4050613084030152,0.001,0.7555,0.8575988744735717
27,0.7007199999809265,1.3979786434555053,0.001,0.7232,0.9721771421432495
28,0.705459999961853,1.3932280150604248,0.001,0.7622,0.848794314956665
29,0.7076000000190735,1.3847048083877564,0.001,0.8026,0.7744482062339783
30,0.71286,1.379486784095764,0.001,0.8104,0.7387173734664917
31,0.713660000038147,1.3769548444747925,0.001,0.7888,0.7758572806358337
32,0.7151,1.37442708984375,0.001,0.7648,0.8124478798389435
33,0.7171199999809265,1.3588195121002198,0.001,0.7847,0.8205210083007812
34,0.7157600000190735,1.3669752476882935,0.001,0.7779,0.8163972623825073
35,0.72072,1.3584146371459962,0.001,0.7944,0.7276056260108947
36,0.7205800000190735,1.3592192039108277,0.001,0.8295,0.6692244401931763
37,0.7247799999809265,1.352010651435852,0.001,0.8095,0.7143140245437622
38,0.7255199999809265,1.348434954223633,0.001,0.8375,0.6509999022483826
39,0.7253600000190735,1.3456857271575928,0.001,0.7759,0.8409048171043396
40,0.726639999961853,1.338416049079895,0.001,0.7977,0.7682963899612427
41,0.730300000038147,1.3388884301376343,0.001,0.7832,0.7236205631256104
42,0.7267999999618531,1.341276679725647,0.001,0.7451,0.9115967077255249
