epoch,acc,loss,lr,val_acc,val_loss
0,0.33785999998092653,2.157206583747864,0.001,0.4316,1.7418905828475952
1,0.448060000038147,1.9097762985992432,0.001,0.5207,1.4831186218261718
2,0.49834000001907347,1.818885753173828,0.001,0.4519,1.804475216293335
3,0.5423,1.7397768398284912,0.001,0.5868,1.3193901119232179
4,0.573639999961853,1.6787529798126222,0.001,0.6117,1.2452545780181885
5,0.59532,1.641560743560791,0.001,0.6239,1.2022889991760255
6,0.6107400000190735,1.6058070930480957,0.001,0.5865,1.3663437755584718
7,0.62972,1.5705545558929443,0.001,0.6838,1.0804916423797608
8,0.6380999999809265,1.5491144558715821,0.001,0.6897,1.0452967604637147
9,0.648379999961853,1.5324790042114258,0.001,0.6738,1.0781336381912232
10,0.65624,1.5096851247024536,0.001,0.6688,1.0740658268928527
11,0.664339999961853,1.4987694109344483,0.001,0.7385,0.9148345395088195
12,0.66866,1.4827181951522828,0.001,0.6763,1.0462860577583313
13,0.6765200000190735,1.4658966125106812,0.001,0.7156,0.9343912183761597
14,0.6842199999809265,1.4568731121444702,0.001,0.7339,0.9267668360710144
15,0.68864,1.4417453809356688,0.001,0.6784,1.1249156396865845
16,0.6910399999618531,1.4395096044921876,0.001,0.7054,1.0115783089637755
17,0.6954399999809265,1.4259862619018555,0.001,0.7459,0.8740740180969239
18,0.702360000038147,1.4079025764083863,0.001,0.7392,0.8949354885101318
19,0.7075600000190735,1.4053980061340332,0.001,0.7572,0.8682762720108033
20,0.705780000038147,1.4031341297531128,0.001,0.7381,0.912666715335846
21,0.7124800000190735,1.3882329557037354,0.001,0.6923,0.9944034127235413
22,0.7129000000190735,1.384404838142395,0.001,0.7088,0.9858376793861389
23,0.7192000000190735,1.3754833015060426,0.001,0.7229,0.902718463897705
24,0.7216,1.3685456950759887,0.001,0.7856,0.7609920170783997
25,0.72186,1.3692569751739503,0.001,0.7648,0.8150946403503418
26,0.7282400000381469,1.352606702003479,0.001,0.7392,0.8845076522827149
27,0.7282399999809265,1.351525456390381,0.001,0.601,1.3146657022476196
28,0.7249800000190735,1.3523656352233886,0.001,0.7765,0.7838769147872925
29,0.729419999961853,1.345634966506958,0.001,0.7733,0.7877320285797119
30,0.7317999999809265,1.3386356200790406,0.001,0.6452,1.195955818939209
31,0.734879999961853,1.3302706637191772,0.001,0.7138,1.0141089014053344
32,0.7375399999809266,1.327834817276001,0.001,0.7809,0.7867112376213073
33,0.737699999961853,1.3306046566009522,0.001,0.7417,0.9045869648933411
34,0.7406799999809265,1.3212460991287232,0.001,0.7831,0.7410926955223084
35,0.7388400000190735,1.3175273140335082,0.001,0.6812,1.079768208026886
