epoch,acc,loss,lr,val_acc,val_loss
0,0.34632,2.1383250844573976,0.001,0.335,1.971024566078186
1,0.43656,1.9283421690368652,0.001,0.5146,1.5131872497558594
2,0.48869999999046326,1.8383718617630005,0.001,0.5333,1.489975885772705
3,0.525620000038147,1.7708101614761353,0.001,0.4908,1.5641794788360597
4,0.5509200000190735,1.7207500403976441,0.001,0.5221,1.4841518381118775
5,0.57352,1.6739892374801635,0.001,0.5816,1.3304974714279174
6,0.5972400000190735,1.637406417236328,0.001,0.6176,1.2856065313339233
7,0.6075599999809265,1.6126069437026977,0.001,0.5472,1.3823160375595094
8,0.6201199999809265,1.5825967361068725,0.001,0.6095,1.2879866079330444
9,0.630380000038147,1.5578034864425658,0.001,0.7051,1.0429671327590941
10,0.643839999961853,1.541114658355713,0.001,0.7126,1.0201369037628174
11,0.651920000038147,1.5235876948547362,0.001,0.7158,0.9876479518890381
12,0.6556200000190735,1.5085322455596923,0.001,0.6927,1.0133944784164428
13,0.6614200000190735,1.495803824005127,0.001,0.7271,0.9473633465766906
14,0.6693200000190734,1.483503508682251,0.001,0.7638,0.8778457904815674
15,0.670660000038147,1.4747976948165893,0.001,0.7181,0.9841862746238709
16,0.6802999999809265,1.4560867512512208,0.001,0.7923,0.8103797136306763
17,0.681519999961853,1.4508989698791503,0.001,0.7151,0.9383021841049194
18,0.6857799999809265,1.4442288233184815,0.001,0.7806,0.8195414991378784
19,0.6920600000190735,1.437561290550232,0.001,0.7285,0.9349937602996826
20,0.6969999999809265,1.4206563792419433,0.001,0.7773,0.8248702360153198
21,0.6982799999809265,1.4174099404525757,0.001,0.7206,0.9702041224479675
22,0.699860000038147,1.4069617859268189,0.001,0.7481,0.8750964354515076
23,0.7044400000190735,1.40071899143219,0.001,0.7577,0.858950864982605
24,0.7050400000190735,1.3984506119537354,0.001,0.7696,0.8444424493789673
25,0.71024,1.3893969967269897,0.001,0.7778,0.8174299488067627
26,0.7112399999809265,1.3879554321289063,0.001,0.753,0.8297032502174377
27,0.710679999961853,1.377451936569214,0.001,0.7968,0.7397953427314758
28,0.717219999961853,1.373441315536499,0.001,0.7529,0.833504467201233
29,0.7141400000381469,1.3738010621643066,0.001,0.7801,0.7805074621200562
30,0.720100000038147,1.3660276118087769,0.001,0.6892,1.018794139099121
31,0.72008,1.3617918226242065,0.001,0.7855,0.7798719524383545
32,0.723860000038147,1.353345834503174,0.001,0.7316,0.9014592518806458
33,0.72642,1.3502371100234984,0.001,0.7193,0.9626373856544495
34,0.72858,1.34870258102417,0.001,0.7149,0.9781479482650757
35,0.7289799999809266,1.3464533182525635,0.001,0.7673,0.8118570223808289
36,0.73066,1.345994097251892,0.001,0.762,0.8322518072128295
37,0.733699999961853,1.3313113018417357,0.001,0.7807,0.794727359867096
38,0.73004,1.3356332844543457,0.001,0.7931,0.7744504476547242
39,0.734220000038147,1.3345254084777831,0.001,0.7834,0.780251688671112
40,0.7342200000190735,1.3302446479034424,0.001,0.827,0.6411799090385437
41,0.7375799999809265,1.3275057653045654,0.001,0.7762,0.7860931300163269
42,0.73526,1.3287802063751222,0.001,0.8047,0.756543605709076
43,0.741580000038147,1.3173707750701904,0.001,0.7749,0.8204080945014953
44,0.74092,1.31397274394989,0.001,0.7814,0.7721864311218262
45,0.737620000038147,1.3167064253997802,0.001,0.8055,0.7327606580734253
46,0.74046,1.3123454129791259,0.001,0.8161,0.6924856889724731
47,0.7426400000190735,1.3093120276641845,0.001,0.8097,0.7409309734344482
48,0.7439199999809265,1.309404963645935,0.001,0.7743,0.8208683968544006
49,0.7479199999809265,1.304124328994751,0.001,0.8366,0.6334827209472657
50,0.7471799999809265,1.3018174605560302,0.001,0.8019,0.7207828496932983
51,0.746860000038147,1.3008507247924805,0.001,0.809,0.7007051978111267
52,0.747199999961853,1.2988081454467773,0.001,0.8161,0.6932498591423034
53,0.748519999961853,1.296884920310974,0.001,0.8047,0.7062976622581482
54,0.7511199999809265,1.2942455774688721,0.001,0.6712,1.0431078645706178
55,0.7507200000190735,1.2941920611953734,0.001,0.8309,0.6635794136047364
56,0.750480000038147,1.289519970970154,0.001,0.8315,0.6447695805549621
57,0.752240000038147,1.2892446844482421,0.001,0.8261,0.6700654567718506
58,0.752019999961853,1.284977208442688,0.001,0.8165,0.6988763143539428
59,0.751420000038147,1.285764440383911,0.001,0.8119,0.7240198490142822
60,0.756079999961853,1.2849520375442505,0.001,0.7926,0.7970320552825928
61,0.7533400000381469,1.2845363972091675,0.001,0.8069,0.7015077240943909
62,0.75682,1.279618815536499,0.001,0.8017,0.734438346862793
63,0.7584399999618531,1.2773796599960328,0.001,0.7929,0.7533484275817871
64,0.753679999961853,1.28226767288208,0.001,0.7719,0.8347081936836243
65,0.7525600000381469,1.2842720384216308,0.001,0.7567,0.8526788010597229
66,0.755400000038147,1.2783712725067138,0.001,0.8295,0.6674028544425964
67,0.7567600000381469,1.272510478401184,0.001,0.8069,0.6957091073036193
68,0.760080000038147,1.2687367864227295,0.001,0.8185,0.6621322481155395
69,0.7573199999809265,1.27697740650177,0.001,0.7863,0.7992549721717834
70,0.7594999999809265,1.2676130015563964,0.001,0.8335,0.6522134254455566
71,0.759360000038147,1.2681488606262208,0.001,0.845,0.5988355340003967
72,0.7638399999809266,1.262022594642639,0.001,0.8245,0.6565355636596679
73,0.76018,1.2658749813461303,0.001,0.835,0.6450121452331543
74,0.761959999961853,1.2625151431655883,0.001,0.8183,0.6981759638786316
75,0.7573,1.2704823106002807,0.001,0.82,0.6837258081436157
76,0.7630800000190735,1.263228561820984,0.001,0.7825,0.7432527279853821
77,0.7638,1.2586478108978272,0.001,0.8334,0.646189321231842
78,0.764360000038147,1.2597631542205812,0.001,0.8361,0.6283116437911987
79,0.7626599999618531,1.258794645652771,0.001,0.8081,0.7006560398101807
80,0.7607400000190735,1.2632166330718995,0.001,0.8637,0.5575909480571747
81,0.7797799999809265,1.222457117919922,1e-04,0.8867,0.5058281814098358
82,0.7878200000190735,1.2060383263015748,1e-04,0.8849,0.4952076528549194
83,0.7898,1.2038484706878663,1e-04,0.8882,0.4901661100387573
84,0.78848,1.200179769706726,1e-04,0.8901,0.47366485447883605
85,0.79162,1.1943519221496581,1e-04,0.8935,0.4891313233852386
86,0.7926400000190735,1.188907704963684,1e-04,0.8958,0.47098353657722475
87,0.796240000038147,1.1820739542007446,1e-04,0.8942,0.47283300957679747
